FirstName,FullName,Genre,InfluenceToBoy,InfluenceToGirl
Jackie,Jackie Cooper,Comedy,-0.188807477407,0.155370585796
Jackie,Jackie Cooper,Sci-Fi,-0.188807477407,0.155370585796
Bernie,Bernie Casey,Action,0.0,-1
Bernie,Bernie Casey,Adventure,0.0,-1
Bernie,Bernie Casey,Thriller,0.0,-1
Klaus,Klaus Maria Brandauer,Action,-1,-1
Klaus,Klaus Maria Brandauer,Adventure,-1,-1
Klaus,Klaus Maria Brandauer,Thriller,-1,-1
Barbara,Barbara Carrera,Action,0.0,-0.0540943782548
Barbara,Barbara Carrera,Adventure,0.0,-0.0540943782548
Barbara,Barbara Carrera,Thriller,0.0,-0.0540943782548
Margot,Margot Kidder,Action,-1,0.0
Margot,Margot Kidder,Adventure,-1,0.0
Margot,Margot Kidder,Romance,-1,0.0
Margot,Margot Kidder,Sci-Fi,-1,0.0
Ned,Ned Beatty,Action,0.0,-1
Ned,Ned Beatty,Adventure,0.0,-1
Ned,Ned Beatty,Romance,0.0,-1
Ned,Ned Beatty,Sci-Fi,0.0,-1
Jackie,Jackie Cooper,Action,-0.188807477407,0.155370585796
Jackie,Jackie Cooper,Adventure,-0.188807477407,0.155370585796
Jackie,Jackie Cooper,Romance,-0.188807477407,0.155370585796
Jackie,Jackie Cooper,Sci-Fi,-0.188807477407,0.155370585796
Jeff,Jeff Bridges,Adventure,-0.152146028344,-1
Jeff,Jeff Bridges,Drama,-0.152146028344,-1
Jeff,Jeff Bridges,Western,-0.152146028344,-1
Sam,Sam Waterston,Adventure,-0.0636961686249,-1
Sam,Sam Waterston,Drama,-0.0636961686249,-1
Sam,Sam Waterston,Western,-0.0636961686249,-1
Isabelle,Isabelle Huppert,Adventure,-1,0.0
Isabelle,Isabelle Huppert,Drama,-1,0.0
Isabelle,Isabelle Huppert,Western,-1,0.0
Laurence,Laurence Olivier,Drama,-0.275493291954,-1
Laurence,Laurence Olivier,History,-0.275493291954,-1
Laurence,Laurence Olivier,War,-0.275493291954,-1
Ben,Ben Gazzara,Drama,-0.0563613325486,-1
Ben,Ben Gazzara,History,-0.0563613325486,-1
Ben,Ben Gazzara,War,-0.0563613325486,-1
Jacqueline,Jacqueline Bisset,Drama,-1,0.0729377927119
Jacqueline,Jacqueline Bisset,History,-1,0.0729377927119
Jacqueline,Jacqueline Bisset,War,-1,0.0729377927119
Paul,Paul Sorvino,Biography,-0.118332149649,0.0
Paul,Paul Sorvino,Drama,-0.118332149649,0.0
Paul,Paul Sorvino,History,-0.118332149649,0.0
Paul,Paul Sorvino,Romance,-0.118332149649,0.0
Warren,Warren Beatty,Biography,-0.0638094246359,-1
Warren,Warren Beatty,Drama,-0.0638094246359,-1
Warren,Warren Beatty,History,-0.0638094246359,-1
Warren,Warren Beatty,Romance,-0.0638094246359,-1
M.,M. Emmet Walsh,Biography,-1,-1
M.,M. Emmet Walsh,Drama,-1,-1
M.,M. Emmet Walsh,History,-1,-1
M.,M. Emmet Walsh,Romance,-1,-1
Sylvester,Sylvester Stallone,Action,-0.0877546161177,-1
Sylvester,Sylvester Stallone,Adventure,-0.0877546161177,-1
Sylvester,Sylvester Stallone,Thriller,-0.0877546161177,-1
Sylvester,Sylvester Stallone,War,-0.0877546161177,-1
Kurtwood,Kurtwood Smith,Action,-1,-1
Kurtwood,Kurtwood Smith,Adventure,-1,-1
Kurtwood,Kurtwood Smith,Thriller,-1,-1
Kurtwood,Kurtwood Smith,War,-1,-1
Richard,Richard Crenna,Action,-0.0355442944765,-0.0606593026039
Richard,Richard Crenna,Adventure,-0.0355442944765,-0.0606593026039
Richard,Richard Crenna,Thriller,-0.0355442944765,-0.0606593026039
Richard,Richard Crenna,War,-0.0355442944765,-0.0606593026039
Bill,Bill Murray,Comedy,0.0561045097985,-1
Bill,Bill Murray,Drama,0.0561045097985,-1
Bill,Bill Murray,Fantasy,0.0561045097985,-1
Alfre,Alfre Woodard,Comedy,-1,-1
Alfre,Alfre Woodard,Drama,-1,-1
Alfre,Alfre Woodard,Fantasy,-1,-1
Robert,Robert Mitchum,Comedy,-0.0622377228874,-0.236036671712
Robert,Robert Mitchum,Drama,-0.0622377228874,-0.236036671712
Robert,Robert Mitchum,Fantasy,-0.0622377228874,-0.236036671712
Michael,Michael Biehn,Adventure,-0.194246065873,0.141192485433
Michael,Michael Biehn,Drama,-0.194246065873,0.141192485433
Michael,Michael Biehn,Sci-Fi,-0.194246065873,0.141192485433
Michael,Michael Biehn,Thriller,-0.194246065873,0.141192485433
Todd,Todd Graff,Adventure,-0.172726946163,-1
Todd,Todd Graff,Drama,-0.172726946163,-1
Todd,Todd Graff,Sci-Fi,-0.172726946163,-1
Todd,Todd Graff,Thriller,-0.172726946163,-1
Mary,Mary Elizabeth Mastrantonio,Adventure,0.0,-0.0380365349613
Mary,Mary Elizabeth Mastrantonio,Drama,0.0,-0.0380365349613
Mary,Mary Elizabeth Mastrantonio,Sci-Fi,0.0,-0.0380365349613
Mary,Mary Elizabeth Mastrantonio,Thriller,0.0,-0.0380365349613
Sylvester,Sylvester Stallone,Action,-0.0877546161177,-1
Sylvester,Sylvester Stallone,Comedy,-0.0877546161177,-1
Sylvester,Sylvester Stallone,Crime,-0.0877546161177,-1
Sylvester,Sylvester Stallone,Thriller,-0.0877546161177,-1
Jack,Jack Palance,Action,0.0700716570847,-1
Jack,Jack Palance,Comedy,0.0700716570847,-1
Jack,Jack Palance,Crime,0.0700716570847,-1
Jack,Jack Palance,Thriller,0.0700716570847,-1
Brion,Brion James,Action,-1,-1
Brion,Brion James,Comedy,-1,-1
Brion,Brion James,Crime,-1,-1
Brion,Brion James,Thriller,-1,-1
Joe,Joe Morton,Action,-0.178043400169,0.0
Joe,Joe Morton,Sci-Fi,-0.178043400169,0.0
Jenette,Jenette Goldstein,Action,-1,-1
Jenette,Jenette Goldstein,Sci-Fi,-1,-1
S.,S. Epatha Merkerson,Action,-1,-1
S.,S. Epatha Merkerson,Sci-Fi,-1,-1
Robin,Robin Williams,Adventure,-0.20946169454,-0.0689972957754
Robin,Robin Williams,Comedy,-0.20946169454,-0.0689972957754
Robin,Robin Williams,Family,-0.20946169454,-0.0689972957754
Robin,Robin Williams,Fantasy,-0.20946169454,-0.0689972957754
Julia,Julia Roberts,Adventure,-1,-0.344829450961
Julia,Julia Roberts,Comedy,-1,-0.344829450961
Julia,Julia Roberts,Family,-1,-0.344829450961
Julia,Julia Roberts,Fantasy,-1,-0.344829450961
Bob,Bob Hoskins,Adventure,0.0,-1
Bob,Bob Hoskins,Comedy,0.0,-1
Bob,Bob Hoskins,Family,0.0,-1
Bob,Bob Hoskins,Fantasy,0.0,-1
Ronny,Ronny Cox,Action,-0.236473855037,-1
Ronny,Ronny Cox,Sci-Fi,-0.236473855037,-1
Rachel,Rachel Ticotin,Action,-0.00339622641509,0.0124732457333
Rachel,Rachel Ticotin,Sci-Fi,-0.00339622641509,0.0124732457333
Marshall,Marshall Bell,Action,-0.307161420676,-1
Marshall,Marshall Bell,Sci-Fi,-0.307161420676,-1
Bruce,Bruce Willis,Action,-0.0873095272374,-1
Bruce,Bruce Willis,Thriller,-0.0873095272374,-1
John,John Amos,Action,-0.129492319938,0.603620397662
John,John Amos,Thriller,-0.129492319938,0.603620397662
Franco,Franco Nero,Action,0.00339622641509,-1
Franco,Franco Nero,Thriller,0.00339622641509,-1
F.,F. Murray Abraham,Action,-1,-1
F.,F. Murray Abraham,Adventure,-1,-1
F.,F. Murray Abraham,Comedy,-1,-1
F.,F. Murray Abraham,Fantasy,-1,-1
Tom,Tom Noonan,Action,0.21722726212,-1
Tom,Tom Noonan,Adventure,0.21722726212,-1
Tom,Tom Noonan,Comedy,0.21722726212,-1
Tom,Tom Noonan,Fantasy,0.21722726212,-1
Joan,Joan Plowright,Action,0.0,-0.208066451713
Joan,Joan Plowright,Adventure,0.0,-0.208066451713
Joan,Joan Plowright,Comedy,0.0,-0.208066451713
Joan,Joan Plowright,Fantasy,0.0,-0.208066451713
Sylvester,Sylvester Stallone,Action,-0.0877546161177,-1
Sylvester,Sylvester Stallone,Adventure,-0.0877546161177,-1
Sylvester,Sylvester Stallone,Thriller,-0.0877546161177,-1
Leon,Leon,Action,-0.00625651130542,-1
Leon,Leon,Adventure,-0.00625651130542,-1
Leon,Leon,Thriller,-0.00625651130542,-1
Janine,Janine Turner,Action,-1,-0.0659105315988
Janine,Janine Turner,Adventure,-1,-0.0659105315988
Janine,Janine Turner,Thriller,-1,-0.0659105315988
Michael,Michael Gough,Action,0.0113126325045,0.0741025424479
Vincent,Vincent Schiavelli,Action,-0.119331679855,-1
Andrew,Andrew Bryniarski,Action,-0.0265961064492,0.313432343234
Bruce,Bruce Willis,Comedy,-0.0873095272374,-1
Bruce,Bruce Willis,Fantasy,-0.0873095272374,-1
Bruce,Bruce Willis,Horror,-0.0873095272374,-1
Meryl,Meryl Streep,Comedy,-1,0.0
Meryl,Meryl Streep,Fantasy,-1,0.0
Meryl,Meryl Streep,Horror,-1,0.0
Isabella,Isabella Rossellini,Comedy,-1,0.243840865232
Isabella,Isabella Rossellini,Fantasy,-1,0.243840865232
Isabella,Isabella Rossellini,Horror,-1,0.243840865232
Jeanne,Jeanne Tripplehorn,Action,-1,0.149627889098
Jeanne,Jeanne Tripplehorn,Adventure,-1,0.149627889098
Jeanne,Jeanne Tripplehorn,Sci-Fi,-1,0.149627889098
Jeanne,Jeanne Tripplehorn,Thriller,-1,0.149627889098
Rick,Rick Aviles,Action,0.0892786414532,-1
Rick,Rick Aviles,Adventure,0.0892786414532,-1
Rick,Rick Aviles,Sci-Fi,0.0892786414532,-1
Rick,Rick Aviles,Thriller,0.0892786414532,-1
Zakes,Zakes Mokae,Action,-1,-1
Zakes,Zakes Mokae,Adventure,-1,-1
Zakes,Zakes Mokae,Sci-Fi,-1,-1
Zakes,Zakes Mokae,Thriller,-1,-1
Michael,Michael Gough,Action,0.0113126325045,0.0741025424479
Michael,Michael Gough,Adventure,0.0113126325045,0.0741025424479
Michael,Michael Gough,Fantasy,0.0113126325045,0.0741025424479
Rene,Rene Auberjonois,Action,-0.0289618679117,0.257823947748
Rene,Rene Auberjonois,Adventure,-0.0289618679117,0.257823947748
Rene,Rene Auberjonois,Fantasy,-0.0289618679117,0.257823947748
Debi,Debi Mazar,Action,-1,0.0
Debi,Debi Mazar,Adventure,-1,0.0
Debi,Debi Mazar,Fantasy,-1,0.0
Jamie,Jamie Lee Curtis,Action,-0.0446771484682,0.150558536223
Jamie,Jamie Lee Curtis,Comedy,-0.0446771484682,0.150558536223
Jamie,Jamie Lee Curtis,Thriller,-0.0446771484682,0.150558536223
Tia,Tia Carrere,Action,-1,0.221224651656
Tia,Tia Carrere,Comedy,-1,0.221224651656
Tia,Tia Carrere,Thriller,-1,0.221224651656
Tom,Tom Arnold,Action,0.530862972901,-1
Tom,Tom Arnold,Comedy,0.530862972901,-1
Tom,Tom Arnold,Thriller,0.530862972901,-1
Matthew,Matthew Broderick,Adventure,0.14085837071,0.0196078431373
Matthew,Matthew Broderick,Animation,0.14085837071,0.0196078431373
Matthew,Matthew Broderick,Drama,0.14085837071,0.0196078431373
Matthew,Matthew Broderick,Family,0.14085837071,0.0196078431373
Matthew,Matthew Broderick,Musical,0.14085837071,0.0196078431373
Nathan,Nathan Lane,Adventure,0.0151555480043,-1
Nathan,Nathan Lane,Animation,0.0151555480043,-1
Nathan,Nathan Lane,Drama,0.0151555480043,-1
Nathan,Nathan Lane,Family,0.0151555480043,-1
Nathan,Nathan Lane,Musical,0.0151555480043,-1
Niketa,Niketa Calame,Adventure,-1,-1
Niketa,Niketa Calame,Animation,-1,-1
Niketa,Niketa Calame,Drama,-1,-1
Niketa,Niketa Calame,Family,-1,-1
Niketa,Niketa Calame,Musical,-1,-1
Leonardo,Leonardo DiCaprio,Drama,0.668207869976,-1
Leonardo,Leonardo DiCaprio,Romance,0.668207869976,-1
Kate,Kate Winslet,Drama,-1,-0.190332865825
Kate,Kate Winslet,Romance,-1,-0.190332865825
Gloria,Gloria Stuart,Drama,-1,0.0951602405783
Gloria,Gloria Stuart,Romance,-1,0.0951602405783
Michael,Michael Gough,Action,0.0113126325045,0.0741025424479
Vivica,Vivica A. Fox,Action,-1,-1
John,John Glover,Action,0.0598844742909,0.0
Vanessa,Vanessa Williams,Action,-1,-0.0580367743324
Vanessa,Vanessa Williams,Drama,-1,-0.0580367743324
Vanessa,Vanessa Williams,Mystery,-1,-0.0580367743324
Vanessa,Vanessa Williams,Thriller,-1,-0.0580367743324
James,James Coburn,Action,0.0811194622214,0.0
James,James Coburn,Drama,0.0811194622214,0.0
James,James Coburn,Mystery,0.0811194622214,0.0
James,James Coburn,Thriller,0.0811194622214,0.0
Roma,Roma Maffia,Action,-1,0.0
Roma,Roma Maffia,Drama,-1,0.0
Roma,Roma Maffia,Mystery,-1,0.0
Roma,Roma Maffia,Thriller,-1,0.0
Demi,Demi Moore,Animation,-1,-0.571928358924
Demi,Demi Moore,Drama,-1,-0.571928358924
Demi,Demi Moore,Family,-1,-0.571928358924
Demi,Demi Moore,Musical,-1,-0.571928358924
Demi,Demi Moore,Romance,-1,-0.571928358924
Jason,Jason Alexander,Animation,0.068050988896,0.0
Jason,Jason Alexander,Drama,0.068050988896,0.0
Jason,Jason Alexander,Family,0.068050988896,0.0
Jason,Jason Alexander,Musical,0.068050988896,0.0
Jason,Jason Alexander,Romance,0.068050988896,0.0
Bill,Bill Fagerbakke,Animation,0.0641488481682,-1
Bill,Bill Fagerbakke,Drama,0.0641488481682,-1
Bill,Bill Fagerbakke,Family,0.0641488481682,-1
Bill,Bill Fagerbakke,Musical,0.0641488481682,-1
Bill,Bill Fagerbakke,Romance,0.0641488481682,-1
Will,Will Smith,Action,0.268509499216,-1
Will,Will Smith,Comedy,0.268509499216,-1
Will,Will Smith,Sci-Fi,0.268509499216,-1
Will,Will Smith,Western,0.268509499216,-1
Salma,Salma Hayek,Action,-1,-2.68960254041
Salma,Salma Hayek,Comedy,-1,-2.68960254041
Salma,Salma Hayek,Sci-Fi,-1,-2.68960254041
Salma,Salma Hayek,Western,-1,-2.68960254041
Bai,Bai Ling,Action,-1,-1
Bai,Bai Ling,Comedy,-1,-1
Bai,Bai Ling,Sci-Fi,-1,-1
Bai,Bai Ling,Western,-1,-1
Colin,Colin Salmon,Action,0.355174263202,-1
Colin,Colin Salmon,Adventure,0.355174263202,-1
Colin,Colin Salmon,Thriller,0.355174263202,-1
Maria,Maria Grazia Cucinotta,Action,0.0,-0.0201888873048
Maria,Maria Grazia Cucinotta,Adventure,0.0,-0.0201888873048
Maria,Maria Grazia Cucinotta,Thriller,0.0,-0.0201888873048
Desmond,Desmond Llewelyn,Action,0.0192832229883,-1
Desmond,Desmond Llewelyn,Adventure,0.0192832229883,-1
Desmond,Desmond Llewelyn,Thriller,0.0192832229883,-1
Bruce,Bruce Willis,Action,-0.0873095272374,-1
Bruce,Bruce Willis,Adventure,-0.0873095272374,-1
Bruce,Bruce Willis,Sci-Fi,-0.0873095272374,-1
Bruce,Bruce Willis,Thriller,-0.0873095272374,-1
Steve,Steve Buscemi,Action,0.141238955071,-1
Steve,Steve Buscemi,Adventure,0.141238955071,-1
Steve,Steve Buscemi,Sci-Fi,0.141238955071,-1
Steve,Steve Buscemi,Thriller,0.141238955071,-1
Will,Will Patton,Action,-0.0881067898822,-1
Will,Will Patton,Adventure,-0.0881067898822,-1
Will,Will Patton,Sci-Fi,-0.0881067898822,-1
Will,Will Patton,Thriller,-0.0881067898822,-1
Jet,Jet Li,Action,0.0,-1
Jet,Jet Li,Crime,0.0,-1
Jet,Jet Li,Thriller,0.0,-1
Rene,Rene Russo,Action,0.100075532935,-0.000873786407767
Rene,Rene Russo,Crime,0.100075532935,-0.000873786407767
Rene,Rene Russo,Thriller,0.100075532935,-0.000873786407767
Darlene,Darlene Love,Action,-1,0.0886899371824
Darlene,Darlene Love,Crime,-1,0.0886899371824
Darlene,Darlene Love,Thriller,-1,0.0886899371824
Keir,Keir Dullea,Adventure,-1,-1
Keir,Keir Dullea,Mystery,-1,-1
Keir,Keir Dullea,Sci-Fi,-1,-1
Gary,Gary Lockwood,Adventure,-0.0150793242305,-1
Gary,Gary Lockwood,Mystery,-0.0150793242305,-1
Gary,Gary Lockwood,Sci-Fi,-0.0150793242305,-1
Glenn,Glenn Beck,Adventure,0.0297921975871,-1
Glenn,Glenn Beck,Mystery,0.0297921975871,-1
Glenn,Glenn Beck,Sci-Fi,0.0297921975871,-1
Oliver,Oliver Reed,Drama,0.193905808099,-1
Oliver,Oliver Reed,Family,0.193905808099,-1
Oliver,Oliver Reed,Musical,0.193905808099,-1
Ron,Ron Moody,Drama,0.122648085307,-1
Ron,Ron Moody,Family,0.122648085307,-1
Ron,Ron Moody,Musical,0.122648085307,-1
Jack,Jack Wild,Drama,0.0398849878896,-1
Jack,Jack Wild,Family,0.0398849878896,-1
Jack,Jack Wild,Musical,0.0398849878896,-1
Clint,Clint Eastwood,Comedy,-0.502047865912,-1
Clint,Clint Eastwood,Drama,-0.502047865912,-1
Clint,Clint Eastwood,Musical,-0.502047865912,-1
Clint,Clint Eastwood,Romance,-0.502047865912,-1
Clint,Clint Eastwood,Western,-0.502047865912,-1
Lee,Lee Marvin,Comedy,0.190744053336,-0.0594964201181
Lee,Lee Marvin,Drama,0.190744053336,-0.0594964201181
Lee,Lee Marvin,Musical,0.190744053336,-0.0594964201181
Lee,Lee Marvin,Romance,0.190744053336,-0.0594964201181
Lee,Lee Marvin,Western,0.190744053336,-0.0594964201181
Ray,Ray Walston,Comedy,-0.0667159630513,0.0
Ray,Ray Walston,Drama,-0.0667159630513,0.0
Ray,Ray Walston,Musical,-0.0667159630513,0.0
Ray,Ray Walston,Romance,-0.0667159630513,0.0
Ray,Ray Walston,Western,-0.0667159630513,0.0
Sammy,Sammy Davis Jr.,Comedy,0.0134167649621,-1
Sammy,Sammy Davis Jr.,Drama,0.0134167649621,-1
Sammy,Sammy Davis Jr.,Music,0.0134167649621,-1
Sammy,Sammy Davis Jr.,Musical,0.0134167649621,-1
Sammy,Sammy Davis Jr.,Romance,0.0134167649621,-1
Ricardo,Ricardo Montalban,Comedy,-0.210189706108,-1
Ricardo,Ricardo Montalban,Drama,-0.210189706108,-1
Ricardo,Ricardo Montalban,Music,-0.210189706108,-1
Ricardo,Ricardo Montalban,Musical,-0.210189706108,-1
Ricardo,Ricardo Montalban,Romance,-0.210189706108,-1
Ben,Ben Vereen,Comedy,-0.154293331962,-1
Ben,Ben Vereen,Drama,-0.154293331962,-1
Ben,Ben Vereen,Music,-0.154293331962,-1
Ben,Ben Vereen,Musical,-0.154293331962,-1
Ben,Ben Vereen,Romance,-0.154293331962,-1
James,James Mason,Drama,0.0121289164783,0.283647181655
James,James Mason,History,0.0121289164783,0.283647181655
James,James Mason,War,0.0121289164783,0.283647181655
Mel,Mel Ferrer,Drama,0.0196078431373,-1
Mel,Mel Ferrer,History,0.0196078431373,-1
Mel,Mel Ferrer,War,0.0196078431373,-1
Stephen,Stephen Boyd,Drama,0.0761979941508,-1
Stephen,Stephen Boyd,History,0.0761979941508,-1
Stephen,Stephen Boyd,War,0.0761979941508,-1
Jeremy,Jeremy Brett,Drama,0.595132079802,0.0
Jeremy,Jeremy Brett,Family,0.595132079802,0.0
Jeremy,Jeremy Brett,Musical,0.595132079802,0.0
Jeremy,Jeremy Brett,Romance,0.595132079802,0.0
Rex,Rex Harrison,Drama,-0.171965406443,-1
Rex,Rex Harrison,Family,-0.171965406443,-1
Rex,Rex Harrison,Musical,-0.171965406443,-1
Rex,Rex Harrison,Romance,-0.171965406443,-1
Theodore,Theodore Bikel,Drama,-0.0956226728038,-1
Theodore,Theodore Bikel,Family,-0.0956226728038,-1
Theodore,Theodore Bikel,Musical,-0.0956226728038,-1
Theodore,Theodore Bikel,Romance,-0.0956226728038,-1
Martin,Martin Landau,Biography,-0.441041320372,-1
Martin,Martin Landau,Drama,-0.441041320372,-1
Martin,Martin Landau,History,-0.441041320372,-1
Carroll,Carroll Baker,Biography,0.200909089443,0.0
Carroll,Carroll Baker,Drama,0.200909089443,0.0
Carroll,Carroll Baker,History,0.200909089443,0.0
José,José Ferrer,Biography,-1,-1
José,José Ferrer,Drama,-1,-1
José,José Ferrer,History,-1,-1
Julie,Julie Christie,Drama,-1,-0.069023869077
Julie,Julie Christie,Romance,-1,-0.069023869077
Julie,Julie Christie,War,-1,-0.069023869077
Klaus,Klaus Kinski,Drama,-1,-1
Klaus,Klaus Kinski,Romance,-1,-1
Klaus,Klaus Kinski,War,-1,-1
Geraldine,Geraldine Chaplin,Drama,-1,-0.040144270878
Geraldine,Geraldine Chaplin,Romance,-1,-0.040144270878
Geraldine,Geraldine Chaplin,War,-1,-0.040144270878
Robert,Robert Shaw,Biography,0.133506044342,0.20210306115
Robert,Robert Shaw,Drama,0.133506044342,0.20210306115
Robert,Robert Shaw,History,0.133506044342,0.20210306115
Susannah,Susannah York,Biography,-1,0.29018018018
Susannah,Susannah York,Drama,-1,0.29018018018
Susannah,Susannah York,History,-1,0.29018018018
Paul,Paul Scofield,Biography,-0.00672024371652,0.203103448276
Paul,Paul Scofield,Drama,-0.00672024371652,0.203103448276
Paul,Paul Scofield,History,-0.00672024371652,0.203103448276
Janet,Janet Leigh,Action,-1,-0.172895245594
Janet,Janet Leigh,Crime,-1,-0.172895245594
Janet,Janet Leigh,Drama,-1,-0.172895245594
Janet,Janet Leigh,Mystery,-1,-0.172895245594
Janet,Janet Leigh,Thriller,-1,-0.172895245594
Robert,Robert Wagner,Action,0.141432697882,0.332410423286
Robert,Robert Wagner,Crime,0.141432697882,0.332410423286
Robert,Robert Wagner,Drama,0.141432697882,0.332410423286
Robert,Robert Wagner,Mystery,0.141432697882,0.332410423286
Robert,Robert Wagner,Thriller,0.141432697882,0.332410423286
Shelley,Shelley Winters,Action,-1,-0.276636969546
Shelley,Shelley Winters,Crime,-1,-0.276636969546
Shelley,Shelley Winters,Drama,-1,-0.276636969546
Shelley,Shelley Winters,Mystery,-1,-0.276636969546
Shelley,Shelley Winters,Thriller,-1,-0.276636969546
Donald,Donald Pleasence,Action,0.0970812509089,0.0
Donald,Donald Pleasence,Adventure,0.0970812509089,0.0
Donald,Donald Pleasence,Thriller,0.0970812509089,0.0
Burt,Burt Kwouk,Action,0.0,-1
Burt,Burt Kwouk,Adventure,0.0,-1
Burt,Burt Kwouk,Thriller,0.0,-1
Desmond,Desmond Llewelyn,Action,0.0192832229883,-1
Desmond,Desmond Llewelyn,Adventure,0.0192832229883,-1
Desmond,Desmond Llewelyn,Thriller,0.0192832229883,-1
John,John Forsythe,Biography,0.226233505334,-0.0956509785004
John,John Forsythe,Crime,0.226233505334,-0.0956509785004
John,John Forsythe,Drama,0.226233505334,-0.0956509785004
John,John Forsythe,History,0.226233505334,-0.0956509785004
Robert,Robert Blake,Biography,0.223265891095,0.375313800287
Robert,Robert Blake,Crime,0.223265891095,0.375313800287
Robert,Robert Blake,Drama,0.223265891095,0.375313800287
Robert,Robert Blake,History,0.223265891095,0.375313800287
Will,Will Geer,Biography,0.664121359579,-1
Will,Will Geer,Crime,0.664121359579,-1
Will,Will Geer,Drama,0.664121359579,-1
Will,Will Geer,History,0.664121359579,-1
Janet,Janet Leigh,Horror,-1,-0.172895245594
Janet,Janet Leigh,Mystery,-1,-0.172895245594
Janet,Janet Leigh,Thriller,-1,-0.172895245594
Vera,Vera Miles,Horror,-1,-0.0783420391295
Vera,Vera Miles,Mystery,-1,-0.0783420391295
Vera,Vera Miles,Thriller,-1,-0.0783420391295
John,John Gavin,Horror,0.0692509715011,0.00548560015019
John,John Gavin,Mystery,0.0692509715011,0.00548560015019
John,John Gavin,Thriller,0.0692509715011,0.00548560015019
Fred,Fred MacMurray,Comedy,-0.206758558816,-1
Fred,Fred MacMurray,Drama,-0.206758558816,-1
Fred,Fred MacMurray,Romance,-0.206758558816,-1
Ray,Ray Walston,Comedy,-0.0667159630513,0.0
Ray,Ray Walston,Drama,-0.0667159630513,0.0
Ray,Ray Walston,Romance,-0.0667159630513,0.0
David,David White,Comedy,-0.131335391143,-0.206881103651
David,David White,Drama,-0.131335391143,-0.206881103651
David,David White,Romance,-0.131335391143,-0.206881103651
Rita,Rita Moreno,Crime,-1,-0.0916525903518
Rita,Rita Moreno,Drama,-1,-0.0916525903518
Rita,Rita Moreno,Musical,-1,-0.0916525903518
Rita,Rita Moreno,Romance,-1,-0.0916525903518
Rita,Rita Moreno,Thriller,-1,-0.0916525903518
George,George Chakiris,Crime,-0.00363061853475,-0.00238095238095
George,George Chakiris,Drama,-0.00363061853475,-0.00238095238095
George,George Chakiris,Musical,-0.00363061853475,-0.00238095238095
George,George Chakiris,Romance,-0.00363061853475,-0.00238095238095
George,George Chakiris,Thriller,-0.00363061853475,-0.00238095238095
Richard,Richard Beymer,Crime,0.163602440523,-0.0373892060635
Richard,Richard Beymer,Drama,0.163602440523,-0.0373892060635
Richard,Richard Beymer,Musical,0.163602440523,-0.0373892060635
Richard,Richard Beymer,Romance,0.163602440523,-0.0373892060635
Richard,Richard Beymer,Thriller,0.163602440523,-0.0373892060635
Montgomery,Montgomery Clift,Drama,0.0,-1
Montgomery,Montgomery Clift,Romance,0.0,-1
Montgomery,Montgomery Clift,Western,0.0,-1
Kevin,Kevin McCarthy,Drama,-0.146355372123,0.00298988182591
Kevin,Kevin McCarthy,Romance,-0.146355372123,0.00298988182591
Kevin,Kevin McCarthy,Western,-0.146355372123,0.00298988182591
Thelma,Thelma Ritter,Drama,-1,-0.0811448465666
Thelma,Thelma Ritter,Romance,-1,-0.0811448465666
Thelma,Thelma Ritter,Western,-1,-0.0811448465666
James,James Mason,Crime,0.0121289164783,0.283647181655
James,James Mason,Drama,0.0121289164783,0.283647181655
James,James Mason,Romance,0.0121289164783,0.283647181655
Shelley,Shelley Winters,Crime,-1,-0.276636969546
Shelley,Shelley Winters,Drama,-1,-0.276636969546
Shelley,Shelley Winters,Romance,-1,-0.276636969546
Lois,Lois Maxwell,Crime,-1,-0.040063369181
Lois,Lois Maxwell,Drama,-1,-0.040063369181
Lois,Lois Maxwell,Romance,-1,-0.040063369181
Claude,Claude Rains,Adventure,0.050433865336,-1
Claude,Claude Rains,Biography,0.050433865336,-1
Claude,Claude Rains,Drama,0.050433865336,-1
Claude,Claude Rains,History,0.050433865336,-1
Claude,Claude Rains,War,0.050433865336,-1
José,José Ferrer,Adventure,-1,-1
José,José Ferrer,Biography,-1,-1
José,José Ferrer,Drama,-1,-1
José,José Ferrer,History,-1,-1
José,José Ferrer,War,-1,-1
Jack,Jack Hawkins,Adventure,-0.209726397087,-1
Jack,Jack Hawkins,Biography,-0.209726397087,-1
Jack,Jack Hawkins,Drama,-0.209726397087,-1
Jack,Jack Hawkins,History,-0.209726397087,-1
Jack,Jack Hawkins,War,-0.209726397087,-1
Martin,Martin Landau,Biography,-0.441041320372,-1
Martin,Martin Landau,Drama,-0.441041320372,-1
Martin,Martin Landau,History,-0.441041320372,-1
Martin,Martin Landau,Romance,-0.441041320372,-1
Richard,Richard Burton,Biography,-0.0981105332369,-0.273090751329
Richard,Richard Burton,Drama,-0.0981105332369,-0.273090751329
Richard,Richard Burton,History,-0.0981105332369,-0.273090751329
Richard,Richard Burton,Romance,-0.0981105332369,-0.273090751329
Roddy,Roddy McDowall,Biography,-1,-1
Roddy,Roddy McDowall,Drama,-1,-1
Roddy,Roddy McDowall,History,-1,-1
Roddy,Roddy McDowall,Romance,-1,-1
Ava,Ava Gardner,Action,-1,-0.134309983141
Ava,Ava Gardner,Adventure,-1,-0.134309983141
Ava,Ava Gardner,Drama,-1,-0.134309983141
Ava,Ava Gardner,History,-1,-0.134309983141
